Effective date,S&P 500 (TR),S&P 500 (Net TR),S&P 500
2011-09-06,1985.67,1853.3,1165.24
2011-09-02,2000.5,1867.15,1173.97
2011-09-01,2052.3,1915.52,1204.42
2011-08-31,2076.78,1938.42,1218.89
2011-08-30,2066.37,1928.77,1212.92
2011-08-29,2061.05,1923.94,1210.08
2011-08-26,2004.11,1870.86,1176.8
2011-08-25,1973.96,1842.8,1159.27
2011-08-24,2005.13,1871.91,1177.6
2011-08-23,1978.89,1847.49,1162.35
2011-08-22,1913.27,1786.23,1123.82
2011-08-19,1912.77,1785.77,1123.53
2011-08-18,1941.92,1812.98,1140.65
2011-08-17,2032.41,1897.5,1193.89
2011-08-16,2029.92,1895.34,1192.76
2011-08-15,2049.51,1913.73,1204.49
2011-08-12,2005.67,1872.84,1178.81
2011-08-11,1995.14,1863.01,1172.64
2011-08-10,1906.53,1780.37,1120.76
2011-08-09,1993.76,1862.06,1172.53
2011-08-08,1903.47,1777.75,1119.46
2011-08-05,2039.04,1904.45,1199.38
2011-08-04,2040.2,1905.54,1200.07
2011-08-03,2142.56,2001.18,1260.34
2011-08-02,2131.1,1990.68,1254.05
2011-08-01,2187.0,2042.9,1286.94
2011-07-29,2196.08,2051.38,1292.28
2011-07-28,2210.33,2064.69,1300.67
2011-07-27,2217.29,2071.25,1304.89
2011-07-26,2263.15,2114.12,1331.94
2011-07-25,2272.47,2122.83,1337.43
2011-07-22,2285.34,2134.86,1345.02
2011-07-21,2283.23,2132.9,1343.8
2011-07-20,2252.52,2104.27,1325.84
2011-07-19,2253.71,2105.47,1326.73
2011-07-18,2217.55,2071.68,1305.44
2011-07-15,2235.65,2088.61,1316.14
2011-07-14,2223.29,2077.07,1308.87
2011-07-13,2238.29,2091.09,1317.72
2011-07-12,2231.15,2084.49,1313.64
2011-07-11,2241.07,2093.76,1319.49
2011-07-08,2282.32,2132.31,1343.8
2011-07-07,2298.31,2147.24,1353.22
2011-07-06,2274.42,2124.96,1339.22
2011-07-05,2271.29,2122.27,1337.88
2011-07-01,2274.26,2125.06,1339.67
2011-06-30,2241.66,2094.69,1320.64
2011-06-29,2219.2,2073.7,1307.41
2011-06-28,2200.68,2056.48,1296.67
2011-06-27,2172.08,2029.88,1280.1
2011-06-24,2152.31,2011.41,1268.45
2011-06-23,2177.85,2035.28,1283.5
2011-06-22,2184.03,2041.05,1287.14
2011-06-21,2198.15,2054.27,1295.52
2011-06-20,2168.8,2026.91,1278.36
2011-06-17,2157.14,2016.02,1271.5
2011-06-16,2150.58,2009.89,1267.64
2011-06-15,2146.45,2006.13,1265.42
2011-06-14,2184.48,2041.69,1287.87
2011-06-13,2157.15,2016.18,1271.83
2011-06-10,2155.0,2014.37,1270.98
2011-06-09,2185.52,2042.91,1289.0
2011-06-08,2169.5,2027.94,1279.56
2011-06-07,2178.15,2036.16,1284.94
2011-06-06,2180.14,2038.04,1286.17
2011-06-03,2203.81,2060.19,1300.16
2011-06-02,2225.36,2080.36,1312.94
2011-06-01,2227.96,2082.83,1314.55
2011-05-31,2279.66,2131.23,1345.2
2011-05-27,2255.74,2108.88,1331.1
2011-05-26,2246.13,2100.01,1325.69
2011-05-25,2236.75,2091.4,1320.47
2011-05-24,2229.49,2084.65,1316.28
2011-05-23,2231.31,2086.36,1317.37
2011-05-20,2258.21,2111.52,1333.27
2011-05-19,2275.71,2127.88,1343.6
2011-05-18,2270.57,2123.13,1340.68
2011-05-17,2250.35,2104.34,1328.98
2011-05-16,2250.61,2104.74,1329.47
2011-05-13,2264.52,2117.79,1337.77
2011-05-12,2282.84,2134.95,1348.65
2011-05-11,2271.47,2124.39,1342.08
2011-05-10,2295.72,2147.43,1357.16
2011-05-09,2277.3,2130.21,1346.29
2011-05-06,2266.97,2120.55,1340.2
2011-05-05,2258.08,2112.3,1335.1
2011-05-04,2278.63,2131.57,1347.32
2011-05-03,2293.95,2146.01,1356.62
2011-05-02,2301.72,2153.28,1361.22
2011-04-29,2305.76,2157.06,1363.61
2011-04-28,2300.46,2152.1,1360.48
2011-04-27,2292.13,2144.36,1355.66
2011-04-26,2277.51,2130.79,1347.24
2011-04-25,2257.24,2111.82,1335.25
2011-04-21,2260.84,2115.19,1337.38
2011-04-20,2248.9,2104.05,1330.36
2011-04-19,2218.86,2075.96,1312.62
2011-04-18,2206.15,2064.08,1305.14
2011-04-15,2230.7,2087.06,1319.68
2011-04-14,2221.99,2078.9,1314.52
2011-04-13,2221.77,2078.71,1314.41
2011-04-12,2221.12,2078.16,1314.16
2011-04-11,2238.51,2094.44,1324.46
2011-04-08,2244.74,2100.28,1328.17
2011-04-07,2253.76,2108.72,1333.51
2011-04-06,2257.11,2111.88,1335.54
2011-04-05,2251.26,2106.67,1332.63
2011-04-04,2251.64,2107.03,1332.87
2011-04-01,2250.58,2106.12,1332.41
2011-03-31,2239.44,2095.7,1325.83
2011-03-30,2243.55,2099.55,1328.26
2011-03-29,2228.41,2085.44,1319.44
2011-03-28,2212.32,2070.52,1310.19
2011-03-25,2218.42,2076.23,1313.8
2011-03-24,2211.42,2069.68,1309.66
2011-03-23,2190.96,2050.53,1297.54
2011-03-22,2184.57,2044.55,1293.77
2011-03-21,2192.09,2051.67,1298.38
2011-03-18,2159.69,2021.35,1279.2
2011-03-17,2150.43,2012.68,1273.72
2011-03-16,2121.94,1986.03,1256.88
2011-03-15,2164.06,2025.48,1281.87
2011-03-14,2188.56,2048.41,1296.39
2011-03-11,2201.81,2060.83,1304.28
2011-03-10,2185.65,2045.9,1295.11
2011-03-09,2227.7,2085.26,1320.02
2011-03-08,2230.4,2087.87,1321.82
2011-03-07,2210.26,2069.14,1310.13
2011-03-04,2228.78,2086.5,1321.15
2011-03-03,2245.33,2101.99,1330.97
2011-03-02,2207.24,2066.36,1308.44
2011-03-01,2203.32,2062.79,1306.33
2011-02-28,2238.55,2095.78,1327.22
2011-02-25,2226.05,2084.11,1319.88
2011-02-24,2202.23,2061.97,1306.1
2011-02-23,2203.89,2063.67,1307.4
2011-02-22,2217.35,2076.3,1315.44
2011-02-18,2263.79,2119.8,1343.01
2011-02-17,2259.42,2115.71,1340.43
2011-02-16,2252.3,2109.1,1336.32
2011-02-15,2237.9,2095.72,1328.01
2011-02-14,2244.89,2102.35,1332.32
